2018;04;03;00;00;12.82;96
2018;04;03;01;00;12.99;92
2018;04;03;02;00;12.99;91
2018;04;03;03;00;12.82;92
2018;04;03;04;00;12.44;95
2018;04;03;05;00;12.80;91
2018;04;03;06;00;12.55;89
2018;04;03;07;00;12.38;87
2018;04;03;08;00;12.51;83
2018;04;03;09;00;13.20;79
2018;04;03;10;00;13.90;73
2018;04;03;11;00;15.11;63
2018;04;03;12;00;15.81;62
2018;04;03;13;00;15.42;68
2018;04;03;14;00;16.40;64
2018;04;03;15;00;16.70;62
2018;04;03;16;00;16.48;62
2018;04;03;17;00;16.05;62
2018;04;03;18;00;15.56;64
2018;04;03;19;00;14.99;68
2018;04;03;20;00;14.35;68
2018;04;03;21;00;13.74;72
2018;04;03;22;00;13.32;75
2018;04;03;23;00;12.80;78
2018;04;04;00;00;12.98;77
2018;04;04;01;00;12.94;75
2018;04;04;02;00;12.38;79
2018;04;04;03;00;12.69;77
2018;04;04;04;00;12.65;77
2018;04;04;05;00;12.64;76
2018;04;04;06;00;12.73;75
2018;04;04;07;00;12.66;74
2018;04;04;08;00;12.98;73
2018;04;04;09;00;13.52;70
2018;04;04;10;00;13.76;68
2018;04;04;11;00;15.02;63
2018;04;04;12;00;15.67;61
2018;04;04;13;00;17.28;57
2018;04;04;14;00;17.68;56
2018;04;04;15;00;17.29;57
2018;04;04;16;00;17.95;56
2018;04;04;17;00;18.01;55
2018;04;04;18;00;17.52;57
2018;04;04;19;00;16.68;60
2018;04;04;20;00;15.42;66
2018;04;04;21;00;14.18;73
2018;04;04;22;00;13.41;77
2018;04;04;23;00;12.71;82
2018;04;05;00;00;12.14;85
2018;04;05;01;00;11.67;88
2018;04;05;02;00;11.09;92
2018;04;05;03;00;10.54;95
2018;04;05;04;00;10.14;96
2018;04;05;05;00;9.59;96
2018;04;05;06;00;8.92;95
2018;04;05;07;00;8.58;94
2018;04;05;08;00;8.61;93
2018;04;05;09;00;9.50;88
2018;04;05;10;00;11.42;78
2018;04;05;11;00;13.60;70
2018;04;05;12;00;16.07;63
2018;04;05;13;00;17.77;54
2018;04;05;14;00;18.74;51
2018;04;05;15;00;18.57;51
2018;04;05;16;00;18.83;44
2018;04;05;17;00;18.42;43
2018;04;05;18;00;17.52;46
2018;04;05;19;00;16.38;51
2018;04;05;20;00;14.64;59
2018;04;05;21;00;13.29;70
2018;04;05;22;00;12.55;80
2018;04;05;23;00;11.84;89
2018;04;06;00;00;11.20;95
2018;04;06;01;00;11.30;97
2018;04;06;02;00;11.14;97
2018;04;06;03;00;11.02;97
2018;04;06;04;00;11.32;96
2018;04;06;05;00;11.59;96
2018;04;06;06;00;11.80;96
2018;04;06;07;00;12.20;96
2018;04;06;08;00;12.11;96
2018;04;06;09;00;11.69;94
2018;04;06;10;00;11.95;93
2018;04;06;11;00;13.88;90
2018;04;06;12;00;14.58;84
2018;04;06;13;00;14.39;83
2018;04;06;14;00;13.46;83
2018;04;06;15;00;13.60;85
2018;04;06;16;00;13.16;81
2018;04;06;17;00;13.31;77
2018;04;06;18;00;13.24;69
2018;04;06;19;00;13.09;75
2018;04;06;20;00;12.73;76
2018;04;06;21;00;12.08;79
2018;04;06;22;00;12.05;77
2018;04;06;23;00;12.11;78
2018;04;07;00;00;12.16;76
2018;04;07;01;00;11.95;78
2018;04;07;02;00;11.70;79
2018;04;07;03;00;11.66;78
2018;04;07;04;00;11.51;78
2018;04;07;05;00;11.48;78
2018;04;07;06;00;11.44;79
2018;04;07;07;00;11.50;79
2018;04;07;08;00;12.25;74
2018;04;07;09;00;12.31;75
2018;04;07;10;00;12.72;69
2018;04;07;11;00;13.01;70
2018;04;07;12;00;10.37;85
2018;04;07;13;00;13.55;66
2018;04;07;14;00;12.91;75
2018;04;07;15;00;12.53;79
2018;04;07;16;00;12.67;79
2018;04;07;17;00;13.48;73
2018;04;07;18;00;13.74;69
2018;04;07;19;00;13.15;71
2018;04;07;20;00;11.85;78
2018;04;07;21;00;11.17;82
2018;04;07;22;00;10.68;85
2018;04;07;23;00;10.38;86
2018;04;08;00;00;10.22;85
2018;04;08;01;00;10.12;85
2018;04;08;02;00;9.94;85
2018;04;08;03;00;9.82;85
2018;04;08;04;00;9.71;85
2018;04;08;05;00;9.18;89
2018;04;08;06;00;9.31;88
2018;04;08;07;00;9.18;88
2018;04;08;08;00;9.79;86
2018;04;08;09;00;11.27;78
2018;04;08;10;00;12.63;71
2018;04;08;11;00;12.33;73
2018;04;08;12;00;12.73;72
2018;04;08;13;00;15.04;63
2018;04;08;14;00;15.44;63
2018;04;08;15;00;15.02;68
2018;04;08;16;00;13.15;86
2018;04;08;17;00;12.68;81
2018;04;08;18;00;12.27;71
2018;04;08;19;00;10.88;74
2018;04;08;20;00;10.13;70
2018;04;08;21;00;9.56;71
2018;04;08;22;00;9.49;75
2018;04;08;23;00;9.63;73
2018;04;09;00;00;9.35;75
2018;04;09;01;00;9.31;76
2018;04;09;02;00;9.04;78
2018;04;09;03;00;8.49;83
2018;04;09;04;00;8.85;80
2018;04;09;05;00;8.70;77
2018;04;09;06;00;8.49;78
2018;04;09;07;00;8.38;80
2018;04;09;08;00;9.04;81
2018;04;09;09;00;10.83;72
2018;04;09;10;00;11.65;70
2018;04;09;11;00;11.65;71
2018;04;09;12;00;13.11;65
2018;04;09;13;00;13.81;55
2018;04;09;14;00;13.89;55
2018;04;09;15;00;14.19;54
2018;04;09;16;00;15.13;46
2018;04;09;17;00;14.83;47
2018;04;09;18;00;14.16;55
2018;04;09;19;00;12.98;66
2018;04;09;20;00;12.14;79
2018;04;09;21;00;11.49;84
2018;04;09;22;00;11.10;87
2018;04;09;23;00;11.26;83
2018;04;10;00;00;11.17;85
2018;04;10;01;00;11.03;87
2018;04;10;02;00;11.17;85
2018;04;10;03;00;11.29;85
2018;04;10;04;00;11.53;81
2018;04;10;05;00;10.99;89
2018;04;10;06;00;11.41;93
2018;04;10;07;00;11.38;81
2018;04;10;08;00;9.52;83
2018;04;10;09;00;9.99;80
2018;04;10;10;00;10.29;86
2018;04;10;11;00;10.82;82
2018;04;10;12;00;11.08;84
2018;04;10;13;00;12.68;81
2018;04;10;14;00;12.10;75
2018;04;10;15;00;12.63;67
2018;04;10;16;00;12.41;67
2018;04;10;17;00;12.08;69
2018;04;10;18;00;11.51;71
2018;04;10;19;00;11.26;73
2018;04;10;20;00;10.81;75
2018;04;10;21;00;10.42;77
2018;04;10;22;00;10.13;74
2018;04;10;23;00;9.84;75
2018;04;11;00;00;9.48;75
2018;04;11;01;00;9.23;80
2018;04;11;02;00;8.99;80
2018;04;11;03;00;8.82;82
2018;04;11;04;00;8.76;82
2018;04;11;05;00;8.78;81
2018;04;11;06;00;8.70;81
2018;04;11;07;00;8.70;81
2018;04;11;08;00;9.38;78
2018;04;11;09;00;10.54;74
2018;04;11;10;00;11.51;72
2018;04;11;11;00;11.24;77
2018;04;11;12;00;11.83;80
2018;04;11;13;00;13.32;59
2018;04;11;14;00;14.40;55
2018;04;11;15;00;14.50;56
2018;04;11;16;00;14.32;60
2018;04;11;17;00;13.90;65
2018;04;11;18;00;13.17;71
2018;04;11;19;00;12.55;76
2018;04;11;20;00;11.57;82
2018;04;11;21;00;11.32;84
2018;04;11;22;00;11.63;85
2018;04;11;23;00;10.84;84
2018;04;12;00;00;10.64;86
2018;04;12;01;00;10.54;88
2018;04;12;02;00;10.76;86
2018;04;12;03;00;10.75;87
2018;04;12;04;00;10.79;92
2018;04;12;05;00;11.14;91
2018;04;12;06;00;11.42;89
2018;04;12;07;00;11.32;92
2018;04;12;08;00;11.18;94
2018;04;12;09;00;11.72;95
